raw_comp_writers_text,CLEAN_TEXT,split_phrases,preproc_phrases,PREPROC_OUT,"ner_phrases_pos_(0.25, 0.25)","NER_OUT_pos_(0.25, 0.25)",ner_phrases_drop_(0.25),NER_OUT_drop_(0.25),reference_labels,predicted_labels,all_phrases,edit_distance,bleu_score
Savan Kotecha/Tove Lo/Ali Payami/ILYA/Max Martin,Savan Kotecha/Tove Lo/Ali Payami/ILYA/Max Martin,"['Savan Kotecha', 'Tove Lo', 'Ali Payami', 'ILYA', 'Max Martin']","['Savan Kotecha', 'Tove Lo', 'Ali Payami', 'ILYA', 'Max Martin']",Savan Kotecha/Tove Lo/Ali Payami/ILYA/Max Martin,"['Savan Kotecha', 'Tove Lo', 'Ali Payami', 'ILYA', 'Max Martin']",Savan Kotecha/Tove Lo/Ali Payami/ILYA/Max Martin,"['Savan Kotecha', 'Tove Lo', 'Ali Payami', 'ILYA', 'Max Martin']",Savan Kotecha/Tove Lo/Ali Payami/ILYA/Max Martin,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['Tove Lo', 'Ali Payami', 'Max Martin', 'ILYA', 'Savan Kotecha']",0,1.0
Julia Jacklin,Julia Jacklin,['Julia Jacklin'],['Julia Jacklin'],Julia Jacklin,['Julia Jacklin'],Julia Jacklin,['Julia Jacklin'],Julia Jacklin,[1],[1],['Julia Jacklin'],0,1.0
Giuseppe Torelli,Giuseppe Torelli,['Giuseppe Torelli'],['Giuseppe Torelli'],Giuseppe Torelli,['Giuseppe Torelli'],Giuseppe Torelli,['Giuseppe Torelli'],Giuseppe Torelli,[1],[1],['Giuseppe Torelli'],0,1.0
Berkki Serkkunen,,['Berkki Serkkunen'],['Berkki Serkkunen'],Berkki Serkkunen,['Berkki Serkkunen'],Berkki Serkkunen,['Berkki Serkkunen'],Berkki Serkkunen,[0],[1],['Berkki Serkkunen'],16,0.0
Matt Auxier,Matt Auxier,['Matt Auxier'],['Matt Auxier'],Matt Auxier,['Matt Auxier'],Matt Auxier,['Matt Auxier'],Matt Auxier,[1],[1],['Matt Auxier'],0,1.0
Slug,Slug,['Slug'],['Slug'],Slug,['Slug'],Slug,['Slug'],Slug,[1],[1],['Slug'],0,1.0
Akihiro Nishino,,['Akihiro Nishino'],['Akihiro Nishino'],Akihiro Nishino,['Akihiro Nishino'],Akihiro Nishino,['Akihiro Nishino'],Akihiro Nishino,[0],[1],['Akihiro Nishino'],15,0.0
Devo/Gerald V. Casale/Mark Mothersbaugh/Robert Margouleff,Devo/Gerald V. Casale/Mark Mothersbaugh/Robert Margouleff,"['Devo', 'Gerald V. Casale', 'Mark Mothersbaugh', 'Robert Margouleff']","['Devo', 'Gerald V. Casale', 'Mark Mothersbaugh', 'Robert Margouleff']",Devo/Gerald V. Casale/Mark Mothersbaugh/Robert Margouleff,"['Devo', 'Gerald V. Casale', 'Mark Mothersbaugh', 'Robert Margouleff']",Devo/Gerald V. Casale/Mark Mothersbaugh/Robert Margouleff,"['Devo', 'Gerald V. Casale', 'Mark Mothersbaugh', 'Robert Margouleff']",Devo/Gerald V. Casale/Mark Mothersbaugh/Robert Margouleff,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Gerald V. Casale', 'Devo', 'Robert Margouleff', 'Mark Mothersbaugh']",0,1.0
Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,"['Gianfranco Bortolotti', 'Andrea Remondini', 'Mauro Picotto', 'Riccardo Ferri']","['Gianfranco Bortolotti', 'Andrea Remondini', 'Mauro Picotto', 'Riccardo Ferri']",Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,"['Gianfranco Bortolotti', 'Andrea Remondini', 'Mauro Picotto', 'Riccardo Ferri']",Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,"['Gianfranco Bortolotti', 'Andrea Remondini', 'Mauro Picotto', 'Riccardo Ferri']",Gianfranco Bortolotti/Andrea Remondini/Mauro Picotto/Riccardo Ferri,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Mauro Picotto', 'Riccardo Ferri', 'Andrea Remondini', 'Gianfranco Bortolotti']",0,1.0
Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,"['Kevin Savigar', 'Jim Cregan', 'Rod Stewart', 'Gary Grainger', 'Phil Chen']","['Kevin Savigar', 'Jim Cregan', 'Rod Stewart', 'Gary Grainger', 'Phil Chen']",Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,"['Kevin Savigar', 'Jim Cregan', 'Rod Stewart', 'Gary Grainger', 'Phil Chen']",Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,"['Kevin Savigar', 'Jim Cregan', 'Rod Stewart', 'Gary Grainger', 'Phil Chen']",Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['Gary Grainger', 'Kevin Savigar', 'Rod Stewart', 'Jim Cregan', 'Phil Chen']",0,1.0
Maria Luisa Anido,Maria Luisa Anido,['Maria Luisa Anido'],['Maria Luisa Anido'],Maria Luisa Anido,['Maria Luisa Anido'],Maria Luisa Anido,['Maria Luisa Anido'],Maria Luisa Anido,[1],[1],['Maria Luisa Anido'],0,1.0
KenNYMusix/SKOLOR/Shurkn Pap,KenNYMusix/SKOLOR/Shurkn Pap,"['KenNYMusix', 'SKOLOR', 'Shurkn Pap']","['KenNYMusix', 'SKOLOR', 'Shurkn Pap']",KenNYMusix/SKOLOR/Shurkn Pap,"['KenNYMusix', 'SKOLOR', 'Shurkn Pap']",KenNYMusix/SKOLOR/Shurkn Pap,"['KenNYMusix', 'SKOLOR']",KenNYMusix/SKOLOR,"[1, 1, 1]","[1, 1, 0]","['SKOLOR', 'KenNYMusix', 'Shurkn Pap']",11,0.6065306597126334
B.B. King,B.B. King,['B.B. King'],['B.B. King'],B.B. King,['B.B. King'],B.B. King,['B.B. King'],B.B. King,[1],[1],['B.B. King'],0,1.0
Norus Padidar/Emile Hartkamp/Manfred Jongenelis/Smaragd Publishing/Goldstar Music Edition,Norus Padidar/Emile Hartkamp/Manfred Jongenelis,"['Norus Padidar', 'Emile Hartkamp', 'Manfred Jongenelis', 'Smaragd Publishing', 'Goldstar Music Edition']","['Norus Padidar', 'Emile Hartkamp', 'Manfred Jongenelis', 'Smaragd', 'Goldstar Edition']",Norus Padidar/Emile Hartkamp/Manfred Jongenelis/Smaragd/Goldstar Edition,"['Norus Padidar', 'Emile Hartkamp', 'Manfred Jongenelis', 'Smaragd', 'Goldstar Edition']",Norus Padidar/Emile Hartkamp/Manfred Jongenelis/Smaragd/Goldstar Edition,"['Norus Padidar', 'Emile Hartkamp', 'Manfred Jongenelis', 'Smaragd']",Norus Padidar/Emile Hartkamp/Manfred Jongenelis/Smaragd,"[0, 1, 1, 1]","[1, 1, 1, 1]","['Smaragd', 'Norus Padidar', 'Manfred Jongenelis', 'Emile Hartkamp']",8,0.7071067811865475
T. Fitzgerald/Ralphael Munnings,T. Fitzgerald/Ralphael Munnings,"['T. Fitzgerald', 'Ralphael Munnings']","['T. Fitzgerald', 'Ralphael Munnings']",T. Fitzgerald/Ralphael Munnings,"['T. Fitzgerald', 'Ralphael Munnings']",T. Fitzgerald/Ralphael Munnings,"['T. Fitzgerald', 'Ralphael Munnings']",T. Fitzgerald/Ralphael Munnings,"[1, 1]","[1, 1]","['Ralphael Munnings', 'T. Fitzgerald']",0,1.0
侗族民歌/吳定邦/吳虹飛,,"['侗族民歌', '吳定邦', '吳虹飛']",[],,[],,[],,[],[],[],0,0.0
Makhadzi,Makhadzi,['Makhadzi'],['Makhadzi'],Makhadzi,['Makhadzi'],Makhadzi,['Makhadzi'],Makhadzi,[1],[1],['Makhadzi'],0,1.0
"Kenny Cash,Laura Cash",Kenny Cash/Laura Cash,"['Kenny Cash', 'Laura Cash']","['Kenny Cash', 'Laura Cash']",Kenny Cash/Laura Cash,"['Kenny Cash', 'Laura Cash']",Kenny Cash/Laura Cash,"['Kenny Cash', 'Laura Cash']",Kenny Cash/Laura Cash,"[1, 1]","[1, 1]","['Kenny Cash', 'Laura Cash']",0,1.0
Bam Roc,Bam Roc,['Bam Roc'],['Bam Roc'],Bam Roc,['Bam Roc'],Bam Roc,['Bam Roc'],Bam Roc,[1],[1],['Bam Roc'],0,1.0
Moises Mena/Karlos Maro,Moises Mena/Karlos Maro,"['Moises Mena', 'Karlos Maro']","['Moises Mena', 'Karlos Maro']",Moises Mena/Karlos Maro,"['Moises Mena', 'Karlos Maro']",Moises Mena/Karlos Maro,"['Moises Mena', 'Karlos Maro']",Moises Mena/Karlos Maro,"[1, 1]","[1, 1]","['Karlos Maro', 'Moises Mena']",0,1.0
Folklore,Folklore,['Folklore'],['Folklore'],Folklore,['Folklore'],Folklore,[],,[1],[0],['Folklore'],8,0.0
Stephen Erastus/Solagracia Record,Stephen Erastus,"['Stephen Erastus', 'Solagracia Record']","['Stephen Erastus', 'Solagracia Record']",Stephen Erastus/Solagracia Record,"['Stephen Erastus', 'Solagracia Record']",Stephen Erastus/Solagracia Record,['Stephen Erastus'],Stephen Erastus,[1],[1],['Stephen Erastus'],0,1.0
Alhousseini Anivolla,,['Alhousseini Anivolla'],['Alhousseini Anivolla'],Alhousseini Anivolla,['Alhousseini Anivolla'],Alhousseini Anivolla,['Alhousseini Anivolla'],Alhousseini Anivolla,[0],[1],['Alhousseini Anivolla'],20,0.0
Omar Orozco & Carlos Kayl Navarro,Omar Orozco/ Carlos Kayl Navarro,"['Omar Orozco', 'Carlos Kayl Navarro']","['Omar Orozco', 'Carlos Kayl Navarro']",Omar Orozco/Carlos Kayl Navarro,"['Omar Orozco', 'Carlos Kayl Navarro']",Omar Orozco/Carlos Kayl Navarro,"['Omar Orozco', 'Carlos Kayl Navarro']",Omar Orozco/Carlos Kayl Navarro,"[1, 1]","[1, 1]","['Omar Orozco', 'Carlos Kayl Navarro']",0,1.0
Mike Patton/Jim Martin/Billy Gould/Mike Bordin/Roddy Bottum,Mike Patton/Jim Martin/Billy Gould/Mike Bordin/Roddy Bottum,"['Mike Patton', 'Jim Martin', 'Billy Gould', 'Mike Bordin', 'Roddy Bottum']","['Mike Patton', 'Jim Martin', 'Billy Gould', 'Mike Bordin', 'Roddy Bottum']",Mike Patton/Jim Martin/Billy Gould/Mike Bordin/Roddy Bottum,"['Mike Patton', 'Jim Martin', 'Billy Gould', 'Mike Bordin', 'Roddy Bottum']",Mike Patton/Jim Martin/Billy Gould/Mike Bordin/Roddy Bottum,"['Mike Patton', 'Jim Martin', 'Billy Gould', 'Mike Bordin', 'Roddy Bottum']",Mike Patton/Jim Martin/Billy Gould/Mike Bordin/Roddy Bottum,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['Mike Bordin', 'Jim Martin', 'Mike Patton', 'Billy Gould', 'Roddy Bottum']",0,1.0
Roger Eno,Roger Eno,['Roger Eno'],['Roger Eno'],Roger Eno,['Roger Eno'],Roger Eno,['Roger Eno'],Roger Eno,[1],[1],['Roger Eno'],0,1.0
Hồ Tịnh Tâm/Minh Kỳ,,"['Hồ Tịnh Tâm', 'Minh Kỳ']","['H Tịnh Tâm', 'Minh K']",H Tịnh Tâm/Minh K,"['H Tịnh Tâm', 'Minh K']",H Tịnh Tâm/Minh K,['Minh K'],Minh K,[0],[1],['Minh K'],6,0.0
"<Unknown>/Wiley, Sarah",Wiley/Sarah,"['<Unknown>', 'Wiley', 'Sarah']","['Wiley', 'Sarah']",Wiley/Sarah,"['Wiley', 'Sarah']",Wiley/Sarah,"['Wiley', 'Sarah']",Wiley/Sarah,"[1, 1]","[1, 1]","['Wiley', 'Sarah']",0,1.0
Chris Bowers Castillo,Chris Bowers Castillo,['Chris Bowers Castillo'],['Chris Bowers Castillo'],Chris Bowers Castillo,['Chris Bowers Castillo'],Chris Bowers Castillo,['Chris Bowers Castillo'],Chris Bowers Castillo,[1],[1],['Chris Bowers Castillo'],0,1.0
Mau Chih Fang,Mau Chih Fang,['Mau Chih Fang'],['Mau Chih Fang'],Mau Chih Fang,['Mau Chih Fang'],Mau Chih Fang,['Mau Chih Fang'],Mau Chih Fang,[1],[1],['Mau Chih Fang'],0,1.0
Megan Pete/Austin Owens/Jordan Thorpe/James Foye III/Frank Rodriguez/Belcalis Almanzar,Megan Pete/Austin Owens/Jordan Thorpe/James Foye III/Frank Rodriguez/Belcalis Almanzar,"['Megan Pete', 'Austin Owens', 'Jordan Thorpe', 'James Foye III', 'Frank Rodriguez', 'Belcalis Almanzar']","['Megan Pete', 'Austin Owens', 'Jordan Thorpe', 'James Foye III', 'Frank Rodriguez', 'Belcalis Almanzar']",Megan Pete/Austin Owens/Jordan Thorpe/James Foye III/Frank Rodriguez/Belcalis Almanzar,"['Megan Pete', 'Austin Owens', 'Jordan Thorpe', 'James Foye III', 'Frank Rodriguez', 'Belcalis Almanzar']",Megan Pete/Austin Owens/Jordan Thorpe/James Foye III/Frank Rodriguez/Belcalis Almanzar,"['Megan Pete', 'Austin Owens', 'Jordan Thorpe', 'James Foye III', 'Frank Rodriguez', 'Belcalis Almanzar']",Megan Pete/Austin Owens/Jordan Thorpe/James Foye III/Frank Rodriguez/Belcalis Almanzar,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","['Megan Pete', 'Austin Owens', 'Frank Rodriguez', 'James Foye III', 'Belcalis Almanzar', 'Jordan Thorpe']",0,1.0
Alvin Lee,Alvin Lee,['Alvin Lee'],['Alvin Lee'],Alvin Lee,['Alvin Lee'],Alvin Lee,['Alvin Lee'],Alvin Lee,[1],[1],['Alvin Lee'],0,1.0
jeroid jurome tucker & Richard Todd Dunbar,jeroid jurome tucker/Richard Todd Dunbar,"['jeroid jurome tucker', 'Richard Todd Dunbar']","['jeroid jurome tucker', 'Richard Todd Dunbar']",jeroid jurome tucker/Richard Todd Dunbar,"['jeroid jurome tucker', 'Richard Todd Dunbar']",jeroid jurome tucker/Richard Todd Dunbar,"['jeroid jurome tucker', 'Richard Todd Dunbar']",jeroid jurome tucker/Richard Todd Dunbar,"[1, 1]","[1, 1]","['Richard Todd Dunbar', 'jeroid jurome tucker']",0,1.0
Pepe Castillo,Pepe Castillo,['Pepe Castillo'],['Pepe Castillo'],Pepe Castillo,['Pepe Castillo'],Pepe Castillo,['Pepe Castillo'],Pepe Castillo,[1],[1],['Pepe Castillo'],0,1.0
Shing02,Shing02,['Shing02'],['Shing02'],Shing02,['Shing02'],Shing02,['Shing02'],Shing02,[1],[1],['Shing02'],0,1.0
Secondo Casadei,Secondo Casadei,['Secondo Casadei'],['Secondo Casadei'],Secondo Casadei,['Secondo Casadei'],Secondo Casadei,['Secondo Casadei'],Secondo Casadei,[1],[1],['Secondo Casadei'],0,1.0
Aaron Eshuis/Andrew Dorff/Maren Morris,Aaron Eshuis/Andrew Dorff/Maren Morris,"['Aaron Eshuis', 'Andrew Dorff', 'Maren Morris']","['Aaron Eshuis', 'Andrew Dorff', 'Maren Morris']",Aaron Eshuis/Andrew Dorff/Maren Morris,"['Aaron Eshuis', 'Andrew Dorff', 'Maren Morris']",Aaron Eshuis/Andrew Dorff/Maren Morris,"['Aaron Eshuis', 'Andrew Dorff', 'Maren Morris']",Aaron Eshuis/Andrew Dorff/Maren Morris,"[1, 1, 1]","[1, 1, 1]","['Andrew Dorff', 'Aaron Eshuis', 'Maren Morris']",0,1.0
Xzaviyer David Hoffpauir,Xzaviyer David Hoffpauir,['Xzaviyer David Hoffpauir'],['Xzaviyer David Hoffpauir'],Xzaviyer David Hoffpauir,['Xzaviyer David Hoffpauir'],Xzaviyer David Hoffpauir,['Xzaviyer David Hoffpauir'],Xzaviyer David Hoffpauir,[1],[1],['Xzaviyer David Hoffpauir'],0,1.0
Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,"['Tommee Profitt', 'Nate Feuerstein', 'Nathan Feuerstein', 'Márcio Mendes José']","['Tommee Profitt', 'Nate Feuerstein', 'Nathan Feuerstein', 'Márcio Mendes José']",Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,"['Tommee Profitt', 'Nate Feuerstein', 'Nathan Feuerstein', 'Márcio Mendes José']",Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,"['Tommee Profitt', 'Nate Feuerstein', 'Nathan Feuerstein', 'Márcio Mendes José']",Tommee Profitt/Nate Feuerstein/Nathan Feuerstein/Márcio Mendes José,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Tommee Profitt', 'Nathan Feuerstein', 'Márcio Mendes José', 'Nate Feuerstein']",0,1.0
Christos Panos/Maxwell Obraham Whitehorn,Christos Panos/Maxwell Obraham Whitehorn,"['Christos Panos', 'Maxwell Obraham Whitehorn']","['Christos Panos', 'Maxwell Obraham Whitehorn']",Christos Panos/Maxwell Obraham Whitehorn,"['Christos Panos', 'Maxwell Obraham Whitehorn']",Christos Panos/Maxwell Obraham Whitehorn,"['Christos Panos', 'Maxwell Obraham Whitehorn']",Christos Panos/Maxwell Obraham Whitehorn,"[1, 1]","[1, 1]","['Maxwell Obraham Whitehorn', 'Christos Panos']",0,1.0
Mateo Piracés-Ugarte/Luê Soares,Mateo Piracés-Ugarte/Luê Soares,"['Mateo Piracés-Ugarte', 'Luê Soares']","['Mateo Piracés-Ugarte', 'Luê Soares']",Mateo Piracés-Ugarte/Luê Soares,"['Mateo Piracés-Ugarte', 'Luê Soares']",Mateo Piracés-Ugarte/Luê Soares,"['Mateo Piracés-Ugarte', 'Luê Soares']",Mateo Piracés-Ugarte/Luê Soares,"[1, 1]","[1, 1]","['Mateo Piracés-Ugarte', 'Luê Soares']",0,1.0
Sadfriendd & KIDx,Sadfriendd & KIDx,"['Sadfriendd', 'KIDx']","['Sadfriendd', 'KIDx']",Sadfriendd/KIDx,"['Sadfriendd', 'KIDx']",Sadfriendd/KIDx,"['Sadfriendd', 'KIDx']",Sadfriendd/KIDx,"[0, 1, 0]","[1, 0, 1]","['KIDx', 'Sadfriendd & KIDx', 'Sadfriendd']",12,0.0
D.A.R.,,['D.A.R.'],['D.A.R.'],D.A.R.,['D.A.R.'],D.A.R.,[],,[],[],[],0,0.0
OLIVE CORNELIUS HAMMEL MR,OLIVE CORNELIUS HAMMEL,['OLIVE CORNELIUS HAMMEL MR'],['OLIVE CORNELIUS HAMMEL MR'],OLIVE CORNELIUS HAMMEL MR,['OLIVE CORNELIUS HAMMEL MR'],OLIVE CORNELIUS HAMMEL MR,[],,[1],[0],['OLIVE CORNELIUS HAMMEL'],22,0.0
Jordan Mckeever,Jordan Mckeever,['Jordan Mckeever'],['Jordan Mckeever'],Jordan Mckeever,['Jordan Mckeever'],Jordan Mckeever,['Jordan Mckeever'],Jordan Mckeever,[1],[1],['Jordan Mckeever'],0,1.0
Alenda music/مهدی رعنایی,Alenda music,"['Alenda music', 'مهدی رعنایی']",['Alenda'],Alenda,['Alenda'],Alenda,['Alenda'],Alenda,"[0, 1]","[1, 0]","['Alenda', 'Alenda music']",6,0.0
Samuel Backof,Samuel Backof,['Samuel Backof'],['Samuel Backof'],Samuel Backof,['Samuel Backof'],Samuel Backof,['Samuel Backof'],Samuel Backof,[1],[1],['Samuel Backof'],0,1.0
"<Unknown>/Lemaire, Tabitha",Lemaire/Tabitha,"['<Unknown>', 'Lemaire', 'Tabitha']","['Lemaire', 'Tabitha']",Lemaire/Tabitha,"['Lemaire', 'Tabitha']",Lemaire/Tabitha,"['Lemaire', 'Tabitha']",Lemaire/Tabitha,"[1, 1]","[1, 1]","['Tabitha', 'Lemaire']",0,1.0
Birk Storm/Malthe Madsen/Malthe Rostrup/August Møller Fogh/Andreas Bendix Wilson,Birk Storm/Malthe Madsen/Malthe Rostrup/August Møller Fogh/Andreas Bendix Wilson,"['Birk Storm', 'Malthe Madsen', 'Malthe Rostrup', 'August Møller Fogh', 'Andreas Bendix Wilson']","['Birk Storm', 'Malthe Madsen', 'Malthe Rostrup', 'August Møller Fogh', 'Andreas Bendix Wilson']",Birk Storm/Malthe Madsen/Malthe Rostrup/August Møller Fogh/Andreas Bendix Wilson,"['Birk Storm', 'Malthe Madsen', 'Malthe Rostrup', 'August Møller Fogh', 'Andreas Bendix Wilson']",Birk Storm/Malthe Madsen/Malthe Rostrup/August Møller Fogh/Andreas Bendix Wilson,"['Birk Storm', 'Malthe Madsen', 'Malthe Rostrup', 'August Møller Fogh', 'Andreas Bendix Wilson']",Birk Storm/Malthe Madsen/Malthe Rostrup/August Møller Fogh/Andreas Bendix Wilson,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['Andreas Bendix Wilson', 'Malthe Madsen', 'August Møller Fogh', 'Malthe Rostrup', 'Birk Storm']",0,1.0
Nguyễn Ngọc Thiện,Nguyễn Ngọc Thiện,['Nguyễn Ngọc Thiện'],['Nguyễn Ngc Thiện'],Nguyễn Ngc Thiện,['Nguyễn Ngc Thiện'],Nguyễn Ngc Thiện,[],,[1],[0],['Nguyễn Ngọc Thiện'],17,0.0
Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,"['Kinkel', ""Paul O'Neill"", 'Pyotr Ilyich Tchaikovsky']","['Kinkel', ""Paul O'Neill"", 'Pyotr Ilyich Tchaikovsky']",Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,"['Kinkel', ""Paul O'Neill"", 'Pyotr Ilyich Tchaikovsky']",Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,"['Kinkel', ""Paul O'Neill"", 'Pyotr Ilyich Tchaikovsky']",Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,"[1, 1, 1]","[1, 1, 1]","[""Paul O'Neill"", 'Pyotr Ilyich Tchaikovsky', 'Kinkel']",0,1.0
Vinicius Pinheiro & SWIPE,Vinicius Pinheiro/SWIPE,"['Vinicius Pinheiro', 'SWIPE']","['Vinicius Pinheiro', 'SWIPE']",Vinicius Pinheiro/SWIPE,"['Vinicius Pinheiro', 'SWIPE']",Vinicius Pinheiro/SWIPE,['Vinicius Pinheiro'],Vinicius Pinheiro,"[1, 1]","[1, 0]","['Vinicius Pinheiro', 'SWIPE']",6,0.11633369384516798
A. Sciascia/Edizioni Musicali Eliseo S.r.l.,A. Sciascia,"['A. Sciascia', 'Edizioni Musicali Eliseo S.r.l.']","['A. Sciascia', 'Edizioni Musicali Eliseo S.r.l.']",A. Sciascia/Edizioni Musicali Eliseo S.r.l.,"['A. Sciascia', 'Edizioni Musicali Eliseo S.r.l.']",A. Sciascia/Edizioni Musicali Eliseo S.r.l.,['A. Sciascia'],A. Sciascia,[1],[1],['A. Sciascia'],0,1.0
Jan Lutgebaucks/Cpook-E,Jan Lutgebaucks/Cpook-E,"['Jan Lutgebaucks', 'Cpook-E']","['Jan Lutgebaucks', 'Cpook-E']",Jan Lutgebaucks/Cpook-E,"['Jan Lutgebaucks', 'Cpook-E']",Jan Lutgebaucks/Cpook-E,['Jan Lutgebaucks'],Jan Lutgebaucks,"[1, 1]","[1, 0]","['Jan Lutgebaucks', 'Cpook-E']",8,0.11633369384516798
Jariot Lehtinen/Waltari/Kärtsy Hatakka,Jariot Lehtinen/Waltari/Kärtsy Hatakka,"['Jariot Lehtinen', 'Waltari', 'Kärtsy Hatakka']","['Jariot Lehtinen', 'Waltari', 'Kärtsy Hatakka']",Jariot Lehtinen/Waltari/Kärtsy Hatakka,"['Jariot Lehtinen', 'Waltari', 'Kärtsy Hatakka']",Jariot Lehtinen/Waltari/Kärtsy Hatakka,"['Jariot Lehtinen', 'Waltari', 'Kärtsy Hatakka']",Jariot Lehtinen/Waltari/Kärtsy Hatakka,"[1, 1, 1]","[1, 1, 1]","['Jariot Lehtinen', 'Waltari', 'Kärtsy Hatakka']",0,1.0
Patrick Davis-Kelley & Richard Johnson,Patrick Davis-Kelley/Richard Johnson,"['Patrick Davis-Kelley', 'Richard Johnson']","['Patrick Davis-Kelley', 'Richard Johnson']",Patrick Davis-Kelley/Richard Johnson,"['Patrick Davis-Kelley', 'Richard Johnson']",Patrick Davis-Kelley/Richard Johnson,"['Patrick Davis-Kelley', 'Richard Johnson']",Patrick Davis-Kelley/Richard Johnson,"[1, 1]","[1, 1]","['Patrick Davis-Kelley', 'Richard Johnson']",0,1.0
Bryan Kienlen/Gregory Attonito/Pete Steinkopf/Shal Khichi,Bryan Kienlen/Gregory Attonito/Pete Steinkopf/Shal Khichi,"['Bryan Kienlen', 'Gregory Attonito', 'Pete Steinkopf', 'Shal Khichi']","['Bryan Kienlen', 'Gregory Attonito', 'Pete Steinkopf', 'Shal Khichi']",Bryan Kienlen/Gregory Attonito/Pete Steinkopf/Shal Khichi,"['Bryan Kienlen', 'Gregory Attonito', 'Pete Steinkopf', 'Shal Khichi']",Bryan Kienlen/Gregory Attonito/Pete Steinkopf/Shal Khichi,"['Bryan Kienlen', 'Gregory Attonito', 'Pete Steinkopf', 'Shal Khichi']",Bryan Kienlen/Gregory Attonito/Pete Steinkopf/Shal Khichi,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Pete Steinkopf', 'Gregory Attonito', 'Bryan Kienlen', 'Shal Khichi']",0,1.0
Juha Vainio,Juha Vainio,['Juha Vainio'],['Juha Vainio'],Juha Vainio,['Juha Vainio'],Juha Vainio,['Juha Vainio'],Juha Vainio,[1],[1],['Juha Vainio'],0,1.0
Dream On Dreamer,Dream On Dreamer,['Dream On Dreamer'],['Dream On Dreamer'],Dream On Dreamer,['Dream On Dreamer'],Dream On Dreamer,['Dream On Dreamer'],Dream On Dreamer,[1],[1],['Dream On Dreamer'],0,1.0
"Crispin Earl, Glen Bridden, Tristen German, Mitch Marsch & James Holder",Crispin Earl/Glen Bridden/Tristen German/Mitch Marsch/James Holder,"['Crispin Earl', 'Glen Bridden', 'Tristen German', 'Mitch Marsch', 'James Holder']","['Crispin Earl', 'Glen Bridden', 'Tristen German', 'Mitch Marsch', 'James Holder']",Crispin Earl/Glen Bridden/Tristen German/Mitch Marsch/James Holder,"['Crispin Earl', 'Glen Bridden', 'Tristen German', 'Mitch Marsch', 'James Holder']",Crispin Earl/Glen Bridden/Tristen German/Mitch Marsch/James Holder,"['Glen Bridden', 'Tristen German', 'Mitch Marsch', 'James Holder']",Glen Bridden/Tristen German/Mitch Marsch/James Holder,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['Glen Bridden', 'Crispin Earl', 'James Holder', 'Mitch Marsch', 'Tristen German']",41,0.1421889188969653
